StudentID,Semester,Course,Hours,Grade
75,SP2023,MATH 4056,3,D
3,SP2023,ECON 4444,4,D
74,SP2023,ME 5057,3,C
24,SP2023,MATH 4510,3,A
57,SP2023,LAW 4985,3,B
0,SP2023,LAW 4926,3,C
3,SP2023,MUS 4878,3,A
61,SP2023,MATH 4938,3,C
11,SP2023,ART 4202,3,A
38,SP2023,ME 4890,3,B
46,SP2023,ENG 4493,3,F
11,SP2023,EE 4051,3,A
20,SP2023,PSY 4810,4,B
66,SP2023,SOC 4444,3,A
37,SP2023,SOC 4319,3,C
5,SP2023,EE 4921,2,B
77,SP2023,SOC 4703,3,C
39,SP2023,ENV 4197,3,C
39,SP2023,PHIL 4371,3,C
5,SP2023,SOC 4865,4,D
1,SP2023,LAW 5367,3,B
61,SP2023,BIO 4347,2,B
56,SP2023,HIST 4305,3,F
20,SP2023,POLSCI 5871,4,C
19,SP2023,POLSCI 5779,2,C
47,SP2023,CS 4054,3,C
75,SP2023,LAW 4313,3,C
22,SP2023,CHEM 5012,2,C
21,SP2023,ECON 5111,3,C
25,SP2023,ENV 4644,4,C
70,SP2023,POLSCI 4578,3,C
53,SP2023,ECON 4068,3,C
63,SP2023,MATH 4281,4,A
71,SP2023,PSY 4992,3,B
59,SP2023,HIST 5145,4,B
65,SP2023,CHEM 4766,3,A
28,SP2023,PHYS 5277,3,C
72,SP2023,HIST 5159,2,A
20,SP2023,CHEM 4675,4,C
34,SP2023,PHYS 4678,3,D
36,SP2023,PHYS 4133,2,B
73,SP2023,POLSCI 4280,4,A
31,SP2023,PHYS 4629,3,B
15,SP2023,PSY 4068,3,F
77,SP2023,ENG 5210,4,C
71,SP2023,ENG 4983,3,A
13,SP2023,ECON 5006,3,B
38,SP2023,POLSCI 5737,2,A
22,SP2023,POLSCI 4664,2,B
41,SP2023,ECON 5114,3,B
63,SP2023,PHYS 4950,4,B
76,SP2023,PSY 4994,4,C
44,SP2023,HIST 4159,3,D
67,SP2023,MATH 4026,3,B
63,SP2023,CS 4195,4,C
32,SP2023,ME 4661,3,D
62,SP2023,EE 4546,3,C
57,SP2023,HIST 5100,3,D
7,SP2023,ART 4413,2,B
26,SP2023,SOC 4377,2,D
59,SP2023,LAW 4339,3,B
33,SP2023,ENV 4246,4,C
80,SP2023,CS 4682,3,D
42,SP2023,ENV 4410,3,C
11,SP2023,PHIL 5592,3,B
21,SP2023,BIO 5419,2,F
79,SP2023,HIST 4018,3,B
37,SP2023,POLSCI 4190,3,D
1,SP2023,PHYS 4925,3,B
58,SP2023,LAW 4007,3,C
76,SP2023,BUS 4655,4,F
30,SP2023,MATH 4751,3,D
28,SP2023,CHEM 4544,3,C
1,SP2023,MATH 4803,3,F
54,SP2023,PHIL 4455,3,C
19,SP2023,ECON 4633,4,B
15,SP2023,ART 5798,3,A
53,SP2023,ENV 4489,3,A
50,SP2023,ENV 5046,3,B
31,SP2023,EE 5551,2,C
75,SP2023,SOC 4631,4,D
44,SP2023,LAW 5045,3,B
46,SP2023,BIO 4940,3,C
36,SP2023,MUS 4975,3,B
70,SP2023,POLSCI 4759,3,C
16,SP2023,ENG 4940,2,D
41,SP2023,ECON 4017,4,C
31,SP2023,PHYS 4380,3,C
36,SP2023,CS 4839,2,C
27,SP2023,MUS 4364,3,F
0,SP2023,ART 4432,2,C
17,SP2023,ENV 4729,3,B
12,SP2023,MUS 5791,3,A
42,SP2023,PHYS 5594,4,B
23,SP2023,ENV 4510,3,B
18,SP2023,PHIL 5073,3,C
27,SP2023,ENG 4480,3,F
61,SP2023,MUS 5370,4,B
66,SP2023,ME 4382,3,B
18,SP2023,BUS 4058,4,C
49,SP2023,PHIL 5235,4,B
12,SP2023,POLSCI 4401,3,B
4,SP2023,ART 4896,3,B
7,SP2023,CS 4438,3,B
27,SP2023,CS 4849,3,D
22,SP2023,BUS 4766,3,F
49,SP2023,ME 5190,3,C
38,SP2023,ECON 4502,3,B
34,SP2023,CHEM 5280,3,A
12,SP2023,MUS 4742,3,C
46,SP2023,PHYS 4826,3,B
68,SP2023,BUS 5103,3,C
46,SP2023,BIO 4313,3,B
75,SP2023,MATH 5587,3,B
64,SP2023,PHYS 5737,4,B
42,SP2023,ART 5177,3,B
23,SP2023,BIO 4587,3,B
27,SP2023,ART 5686,2,C
71,SP2023,BUS 4288,3,C
16,SP2023,ART 5084,2,B
68,SP2023,MATH 4361,3,A
41,SP2023,PHIL 4237,4,A
75,SP2023,PHIL 4928,3,C
68,SP2023,LAW 4404,2,C
43,SP2023,ECON 4429,3,C
52,SP2023,EDU 5340,3,C
61,SP2023,PSY 5252,4,B
34,SP2023,MATH 4986,3,A
47,SP2023,PHYS 4726,2,A
57,SP2023,EDU 5872,3,A
76,SP2023,EE 5587,3,B
57,SP2023,MATH 5298,3,F
24,SP2023,CHEM 4659,3,B
7,SP2023,MUS 4670,2,C
2,SP2023,MUS 4605,4,B
60,SP2023,BUS 5511,3,B
35,SP2023,ART 4443,3,C
54,SP2023,PHIL 5157,4,C
51,SP2023,PHYS 5129,3,B
21,SP2023,LAW 4893,3,B
34,SP2023,MUS 4799,2,A
72,SP2023,PHYS 4020,4,B
67,SP2023,ENV 5534,3,A
54,SP2023,EE 5171,3,A
52,SP2023,ART 4270,3,D
22,SP2023,CHEM 5355,2,F
74,SP2023,ENG 4301,3,D
76,SP2023,MATH 4605,4,C
77,SP2023,ART 5926,3,B
72,SP2023,ME 5973,3,F
43,SP2023,MUS 5087,2,B
73,SP2023,PHIL 5779,3,A
69,SP2023,ME 4988,3,D
31,SP2023,SOC 4524,2,B
25,SP2023,PHIL 4833,3,B
37,SP2023,PHIL 5635,3,A
48,SP2023,BUS 4542,3,B
43,SP2023,ENG 4233,3,B
21,SP2023,BUS 4265,3,F
22,SP2023,PHIL 4021,3,D
42,SP2023,CHEM 4808,3,A
74,SP2023,ENG 5478,3,C
53,SP2023,CS 4177,4,B
23,SP2023,ME 4155,3,B
67,SP2023,EDU 4638,3,C
20,SP2023,POLSCI 5499,3,A
60,SP2023,EDU 4221,3,D
25,SP2023,ENV 4674,4,C
58,SP2023,BUS 4248,3,B
8,SP2023,BIO 5712,3,D
74,SP2023,ENV 4659,3,C
12,SP2023,PSY 5998,2,D
16,SP2023,ME 5819,3,C
45,SP2023,ME 4860,3,B
35,SP2023,PSY 4421,3,D
30,SP2023,MUS 5204,4,C
2,SP2023,HIST 4625,3,C
6,SP2023,MATH 4380,3,A
5,SP2023,EE 4579,2,B
32,SP2023,ME 5007,3,C
26,SP2023,HIST 5570,4,C
64,SP2023,PHIL 4606,3,B
54,SP2023,EE 4399,3,B
41,SP2023,LAW 4566,2,B
17,SP2023,PHIL 4119,3,B
9,SP2023,BIO 4002,3,A
45,SP2023,HIST 4244,3,A
60,SP2023,ME 5316,3,C
61,SP2023,ENG 4810,3,B
33,SP2023,POLSCI 5293,3,B
7,SP2023,PSY 4914,3,A
62,SP2023,MATH 4549,3,B
38,SP2023,POLSCI 5749,3,C
53,SP2023,PHYS 4311,3,F
47,SP2023,BUS 4651,2,B
67,SP2023,ART 4229,4,C
0,SP2023,EE 5292,2,B
48,SP2023,ME 4044,3,B
72,SP2023,PSY 5510,4,D
18,SP2023,CHEM 5778,3,B
42,SP2023,BIO 4783,3,B
69,SP2023,ENG 4335,3,F
39,SP2023,POLSCI 4625,3,B
32,SP2023,PSY 4360,3,C
18,SP2023,POLSCI 4892,3,B
55,SP2023,SOC 4012,3,F
40,SP2023,MUS 5317,3,C
11,SP2023,MUS 4832,3,A
9,SP2023,EDU 5647,3,B
6,SP2023,BUS 4670,3,F
50,SP2023,SOC 4322,3,B
37,SP2023,ENV 5542,3,C
71,SP2023,POLSCI 4989,2,B
5,SP2023,PSY 5484,4,B
63,SP2023,ENV 5957,3,A
43,SP2023,HIST 4618,3,C
48,SP2023,LAW 4014,4,C
54,SP2023,MATH 4804,2,C
30,SP2023,POLSCI 4522,3,B
69,SP2023,ENV 5251,3,B
26,SP2023,PSY 4211,3,B
11,SP2023,CHEM 5969,3,A
25,SP2023,ART 4897,2,D
24,SP2023,ENG 5758,3,B
1,SP2023,BUS 4836,4,A
62,SP2023,SOC 4726,3,C
12,SP2023,BUS 4427,3,C
56,SP2023,CHEM 4712,3,C
2,SP2023,MUS 5094,3,C
29,SP2023,PSY 4869,4,F
7,SP2023,ENG 4240,4,A
74,SP2023,CHEM 4077,3,F
70,SP2023,POLSCI 4248,3,B
40,SP2023,CHEM 5394,3,B
52,SP2023,SOC 4290,4,C
70,SP2023,ENG 4131,2,B
64,SP2023,PHYS 4579,2,B
44,SP2023,BIO 5390,4,D
38,SP2023,SOC 4465,2,C
39,SP2023,PSY 4327,3,C
55,SP2023,CS 4424,3,C
73,SP2023,ECON 4171,3,B
47,SP2023,EE 5400,4,D
79,SP2023,ECON 4738,2,B
73,SP2023,SOC 4890,3,C
57,SP2023,POLSCI 5561,3,D
50,SP2023,PSY 5464,3,A
37,SP2023,ECON 4297,4,A
30,SP2023,MUS 5663,3,A
8,SP2023,LAW 4553,3,D
40,SP2023,MATH 4401,3,C
35,SP2023,POLSCI 5419,3,C
58,SP2023,ME 5971,3,C
48,SP2023,BIO 4142,3,C
19,SP2023,PSY 4318,3,C
10,SP2023,POLSCI 4669,2,C
0,SP2023,ENV 5022,3,D
78,SP2023,CS 4020,3,F
9,SP2023,ECON 4866,2,C
15,SP2023,ECON 4886,3,C
38,SP2023,BIO 5266,3,B
6,SP2023,PSY 5843,3,C
49,SP2023,ART 4888,2,B
17,SP2023,POLSCI 5300,2,C
64,SP2023,PSY 4220,3,C
9,SP2023,EE 5630,3,F
65,SP2023,CS 4913,3,C
49,SP2023,ENV 4093,4,D
45,SP2023,ART 4005,4,A
2,SP2023,MUS 5005,3,D
59,SP2023,PHIL 5917,3,C
16,SP2023,LAW 4891,3,B
51,SP2023,ECON 4039,3,A
31,SP2023,POLSCI 5883,2,F
62,SP2023,BIO 5403,3,A
79,SP2023,EE 5280,3,A
25,SP2023,EDU 4235,3,C
58,SP2023,PSY 4876,3,C
77,SP2023,MATH 5725,4,B
60,SP2023,POLSCI 4069,3,A
45,SP2023,ENV 4531,2,D
10,SP2023,EDU 4294,4,A
69,SP2023,ENV 5557,3,B
9,SP2023,CS 5847,3,C
33,SP2023,PHIL 4211,3,B
35,SP2023,PHIL 4783,3,A
80,SP2023,HIST 5097,4,B
35,SP2023,PHYS 5335,2,D
32,SP2023,CS 5808,2,C
10,SP2023,CS 4568,3,C
9,SP2023,ENG 4741,3,B
65,SP2023,EE 5896,3,B
44,SP2023,PHYS 4718,3,C
47,SP2023,ENG 4101,2,B
4,SP2023,ENV 4901,3,C
59,SP2023,ECON 4872,4,F
30,SP2023,EDU 4262,3,A
52,SP2023,MUS 4023,3,C
36,SP2023,ECON 4332,3,A
73,SP2023,EDU 4944,2,F
55,SP2023,MUS 5352,3,D
65,SP2023,BIO 4425,4,C
48,SP2023,EE 4963,3,B
58,SP2023,BUS 4034,4,A
28,SP2023,ECON 4598,4,B
24,SP2023,SOC 4523,4,A
28,SP2023,HIST 5142,3,A
68,SP2023,MUS 4388,2,C
18,SP2023,PHIL 4052,3,C
70,SP2023,EE 4973,3,F
16,SP2023,PSY 5027,3,A
62,SP2023,SOC 4748,2,D
40,SP2023,PSY 4770,3,A
22,SP2023,ART 5803,3,B
80,SP2023,CS 5081,3,D
3,SP2023,PHIL 4296,3,B
35,SP2023,MATH 5139,3,A
13,SP2023,CS 4937,3,A
20,SP2023,ENG 5843,3,B
50,SP2023,BUS 4858,3,B
66,SP2023,PHYS 5733,3,B
19,SP2023,BUS 5762,3,F
