StudentID,Semester,Course,Hours,Grade
20,FS2021,MUS 2005,4,A
47,FS2021,ENG 2959,4,C
37,FS2021,ENG 3242,3,A
66,FS2021,MATH 3360,4,A
42,FS2021,PHIL 2439,3,C
15,FS2021,PSY 2701,3,C
63,FS2021,EDU 2180,3,B
52,FS2021,CHEM 2184,3,C
14,FS2021,LAW 2456,3,B
39,FS2021,ECON 2173,3,A
75,FS2021,EE 2483,3,A
22,FS2021,PSY 2704,3,B
48,FS2021,ENG 2968,3,A
77,FS2021,PSY 3557,2,C
67,FS2021,ART 2020,3,A
73,FS2021,EE 3890,4,A
71,FS2021,POLSCI 2414,3,A
76,FS2021,ENG 3259,3,C
33,FS2021,PSY 2392,3,B
61,FS2021,SOC 2525,3,C
41,FS2021,BIO 2868,3,B
6,FS2021,MATH 3357,3,C
26,FS2021,BUS 2605,3,B
59,FS2021,ART 2483,3,B
34,FS2021,HIST 3922,3,D
75,FS2021,CHEM 2911,3,D
54,FS2021,CHEM 2093,2,B
11,FS2021,CHEM 2927,3,B
21,FS2021,ENG 3508,3,C
36,FS2021,POLSCI 2149,4,B
38,FS2021,ECON 3933,4,B
1,FS2021,PHYS 2070,3,B
58,FS2021,ME 3352,4,D
56,FS2021,MATH 2627,3,A
29,FS2021,MATH 3633,3,A
28,FS2021,LAW 2320,3,C
33,FS2021,POLSCI 3009,3,C
1,FS2021,PSY 3844,3,C
43,FS2021,PHYS 2215,2,B
19,FS2021,ECON 3479,3,B
15,FS2021,EE 2304,3,C
46,FS2021,PSY 2282,2,C
51,FS2021,MATH 2545,3,B
31,FS2021,ENG 3915,3,B
76,FS2021,HIST 3156,3,A
46,FS2021,POLSCI 2857,3,A
48,FS2021,ENV 2801,2,C
37,FS2021,PSY 3195,3,B
36,FS2021,BIO 2024,4,B
17,FS2021,CHEM 2671,2,B
77,FS2021,PHIL 3211,2,D
30,FS2021,ECON 2287,3,C
56,FS2021,MATH 2871,2,B
27,FS2021,CS 2201,2,F
0,FS2021,ECON 2686,3,C
17,FS2021,CS 3792,3,C
13,FS2021,CS 2961,3,C
45,FS2021,CHEM 2667,3,B
23,FS2021,CS 2451,2,B
72,FS2021,POLSCI 2310,3,B
18,FS2021,PHIL 3831,3,C
27,FS2021,ECON 2697,2,A
71,FS2021,ECON 3782,3,D
67,FS2021,PHIL 3656,3,A
18,FS2021,CHEM 3188,2,A
50,FS2021,ART 2416,2,B
12,FS2021,CHEM 2200,3,A
4,FS2021,CHEM 2711,3,B
6,FS2021,PSY 2199,3,B
27,FS2021,ME 3569,4,A
23,FS2021,ME 2558,3,B
45,FS2021,MUS 2029,3,C
38,FS2021,EDU 3115,3,D
34,FS2021,MATH 2304,4,B
12,FS2021,CHEM 3074,3,C
42,FS2021,PHYS 2177,3,C
69,FS2021,MATH 2587,3,B
57,FS2021,ENG 2382,2,D
65,FS2021,ENV 3127,3,F
70,FS2021,SOC 2747,3,B
77,FS2021,ART 2957,3,B
44,FS2021,PHYS 2486,2,D
23,FS2021,EDU 3671,4,B
27,FS2021,PHIL 2914,4,B
61,FS2021,PSY 2667,2,C
60,FS2021,POLSCI 2750,3,C
42,FS2021,MUS 2439,2,B
43,FS2021,PHYS 2434,2,A
16,FS2021,ENV 2974,3,A
67,FS2021,CS 3287,4,F
41,FS2021,LAW 2291,4,C
46,FS2021,POLSCI 2940,3,A
68,FS2021,MUS 3377,4,C
47,FS2021,CS 2764,3,D
56,FS2021,ENV 2646,3,B
61,FS2021,ECON 2811,3,F
34,FS2021,PHIL 2845,3,C
53,FS2021,ENG 3951,2,F
57,FS2021,MUS 3198,3,B
63,FS2021,PHIL 2977,4,C
72,FS2021,MUS 3636,3,C
24,FS2021,EDU 2732,3,D
7,FS2021,ENV 3090,4,C
2,FS2021,ENG 3389,3,A
77,FS2021,PHIL 2232,3,C
35,FS2021,PHIL 2099,3,B
55,FS2021,POLSCI 2580,2,C
76,FS2021,BIO 2740,2,B
21,FS2021,PSY 2204,2,C
33,FS2021,ENV 3532,3,D
50,FS2021,CHEM 2212,3,C
58,FS2021,CS 3778,3,D
76,FS2021,POLSCI 2640,3,D
53,FS2021,HIST 2218,3,B
78,FS2021,ME 2822,4,B
58,FS2021,ME 3809,4,F
44,FS2021,ENG 3352,3,B
50,FS2021,ART 2172,3,B
30,FS2021,ECON 2080,3,C
25,FS2021,ECON 3876,3,B
37,FS2021,ART 3099,3,B
48,FS2021,MATH 2336,3,C
44,FS2021,POLSCI 2207,3,D
22,FS2021,MUS 3335,3,F
23,FS2021,BIO 2870,2,B
42,FS2021,PHIL 3655,4,C
64,FS2021,PHIL 2598,2,B
54,FS2021,PSY 2195,3,B
24,FS2021,HIST 2787,3,D
66,FS2021,SOC 3339,4,B
20,FS2021,ART 2519,3,C
60,FS2021,LAW 2756,3,C
25,FS2021,ART 3275,3,D
71,FS2021,ART 2894,3,A
8,FS2021,ENV 2669,2,B
74,FS2021,ENG 2297,4,C
12,FS2021,MATH 2323,3,D
16,FS2021,ECON 2070,3,C
46,FS2021,EDU 2078,3,D
35,FS2021,ENV 3810,3,C
30,FS2021,ECON 2543,3,B
2,FS2021,POLSCI 2758,3,F
6,FS2021,LAW 2906,3,C
5,FS2021,CHEM 2421,4,C
32,FS2021,POLSCI 2733,2,C
26,FS2021,ART 2140,4,F
70,FS2021,LAW 2372,3,A
80,FS2021,BIO 3224,3,C
42,FS2021,ECON 3487,3,C
18,FS2021,CHEM 2438,3,B
9,FS2021,EE 2709,3,B
45,FS2021,ART 3729,4,C
60,FS2021,PSY 2641,3,B
61,FS2021,CS 2817,3,C
33,FS2021,MUS 3524,3,C
7,FS2021,ME 3356,3,B
62,FS2021,ART 2238,3,F
39,FS2021,PSY 2019,3,B
53,FS2021,LAW 2989,4,B
48,FS2021,ME 3355,3,F
78,FS2021,PHYS 2565,3,B
0,FS2021,BIO 3452,3,B
48,FS2021,ENG 3176,3,F
72,FS2021,CHEM 2751,3,B
19,FS2021,BUS 2553,3,C
43,FS2021,EE 2400,3,F
69,FS2021,ART 2125,3,C
40,FS2021,EDU 2866,3,C
32,FS2021,MATH 2049,3,A
18,FS2021,PHYS 2247,3,B
55,FS2021,CS 2069,3,A
41,FS2021,ECON 2536,3,C
11,FS2021,PHIL 2856,3,B
8,FS2021,MATH 2604,2,D
5,FS2021,SOC 2563,3,B
50,FS2021,EE 2953,3,C
38,FS2021,ME 2415,2,B
72,FS2021,ART 2505,3,B
4,FS2021,SOC 3484,2,C
62,FS2021,EE 2225,3,B
43,FS2021,LAW 2704,4,B
49,FS2021,POLSCI 2179,2,C
54,FS2021,MUS 3031,3,A
30,FS2021,PSY 3283,2,A
68,FS2021,ME 3347,3,A
26,FS2021,EDU 2741,2,B
11,FS2021,CHEM 2664,4,B
25,FS2021,MATH 2672,3,B
24,FS2021,CHEM 3323,3,A
1,FS2021,LAW 3533,3,B
60,FS2021,HIST 2903,2,B
12,FS2021,HIST 2472,3,C
56,FS2021,ENG 3438,3,B
2,FS2021,ENV 2185,2,C
29,FS2021,CS 3198,3,F
7,FS2021,MUS 2308,2,A
74,FS2021,CHEM 3683,4,C
65,FS2021,CHEM 2609,2,A
41,FS2021,EE 2952,3,A
52,FS2021,PHIL 2978,3,A
70,FS2021,ME 2063,2,C
62,FS2021,PHIL 3633,2,A
44,FS2021,MATH 3806,4,C
39,FS2021,MUS 2727,2,C
40,FS2021,ECON 3864,3,A
55,FS2021,SOC 2360,2,B
74,FS2021,ME 2583,3,C
47,FS2021,ENG 2139,2,C
79,FS2021,CS 3095,3,B
74,FS2021,EDU 2870,3,B
56,FS2021,ART 3126,3,D
65,FS2021,ME 3868,4,B
50,FS2021,ENV 3468,2,A
38,FS2021,ECON 2255,4,C
30,FS2021,ENG 2696,3,C
8,FS2021,ART 2466,3,B
41,FS2021,CHEM 3790,2,F
36,FS2021,POLSCI 2275,3,A
57,FS2021,ENV 2794,3,B
49,FS2021,LAW 3520,3,C
20,FS2021,EE 2514,3,A
9,FS2021,POLSCI 2142,4,A
0,FS2021,PHIL 3901,3,A
78,FS2021,MATH 2617,4,B
9,FS2021,MUS 2933,3,B
15,FS2021,BIO 2554,3,A
39,FS2021,ART 2876,4,D
6,FS2021,ECON 2787,3,C
49,FS2021,ECON 2597,3,C
68,FS2021,LAW 2353,3,B
17,FS2021,SOC 2109,3,C
63,FS2021,HIST 3034,3,C
9,FS2021,ENV 2161,4,B
64,FS2021,BIO 2265,3,C
49,FS2021,SOC 2731,3,C
45,FS2021,HIST 2628,2,B
2,FS2021,ENV 3842,4,B
59,FS2021,EE 3622,2,B
16,FS2021,HIST 2816,3,C
51,FS2021,EDU 2768,3,B
31,FS2021,ART 2979,3,A
61,FS2021,EE 3188,3,B
79,FS2021,PSY 3763,2,A
25,FS2021,EE 2307,3,B
57,FS2021,PSY 2033,2,D
77,FS2021,BIO 3130,4,A
59,FS2021,MUS 3913,2,C
46,FS2021,EE 2785,3,B
10,FS2021,LAW 2766,3,A
67,FS2021,CHEM 2459,3,C
9,FS2021,EDU 2699,2,C
32,FS2021,SOC 2366,3,B
35,FS2021,EE 3126,4,B
80,FS2021,ENV 2225,4,C
35,FS2021,PHYS 2191,4,C
31,FS2021,PSY 2888,3,A
10,FS2021,MUS 2586,3,B
8,FS2021,EE 2901,3,D
64,FS2021,BIO 2555,2,C
44,FS2021,SOC 2750,3,A
47,FS2021,BIO 3051,4,F
3,FS2021,ME 2653,4,B
58,FS2021,CS 2260,2,B
30,FS2021,ENV 2631,3,A
52,FS2021,EE 2448,3,C
36,FS2021,ART 2373,4,C
72,FS2021,EDU 3259,4,B
55,FS2021,PHYS 2606,4,A
63,FS2021,HIST 3385,2,B
48,FS2021,PHYS 3846,2,B
57,FS2021,MATH 2794,4,B
28,FS2021,PHIL 2561,3,C
24,FS2021,PHIL 3057,3,B
28,FS2021,ME 2344,3,B
66,FS2021,PSY 2629,3,B
18,FS2021,PSY 3887,3,B
69,FS2021,PHYS 2492,4,B
16,FS2021,ENG 3926,4,D
61,FS2021,MATH 3769,3,B
40,FS2021,ART 2798,3,B
23,FS2021,PSY 2801,3,F
80,FS2021,POLSCI 2822,4,B
3,FS2021,PSY 2595,3,C
35,FS2021,ENG 2667,3,B
13,FS2021,CHEM 2731,4,B
20,FS2021,ECON 3430,3,A
50,FS2021,CS 2346,3,B
64,FS2021,ENV 2969,3,A
19,FS2021,LAW 2464,4,C
