StudentID,Semester,Course,Hours,Grade
20,SP2021,CS 2615,3,D
24,SP2021,ME 2237,4,C
59,SP2021,EDU 3426,3,C
53,SP2021,LAW 2840,4,A
28,SP2021,BIO 2553,3,B
71,SP2021,ME 2022,3,B
70,SP2021,HIST 3403,2,F
77,SP2021,MATH 2113,3,B
28,SP2021,PSY 2737,3,C
33,SP2021,PSY 2658,3,D
19,SP2021,EE 2669,3,A
69,SP2021,HIST 2222,3,B
35,SP2021,BUS 2185,3,A
66,SP2021,ART 2532,3,B
76,SP2021,LAW 2319,3,C
15,SP2021,LAW 3218,4,C
45,SP2021,BUS 3307,3,A
38,SP2021,ENV 2433,3,F
13,SP2021,MUS 2350,4,B
37,SP2021,CS 3275,4,C
28,SP2021,MUS 2995,3,D
21,SP2021,BIO 2473,3,D
41,SP2021,PHYS 3612,2,C
47,SP2021,BUS 3147,3,B
63,SP2021,ECON 2425,4,B
44,SP2021,ENV 2941,3,A
67,SP2021,CHEM 3270,3,B
80,SP2021,EDU 2841,3,C
31,SP2021,PSY 2921,3,B
79,SP2021,ECON 2359,4,B
65,SP2021,LAW 3212,3,C
6,SP2021,CHEM 2361,3,A
25,SP2021,ME 3777,4,C
58,SP2021,LAW 2916,3,B
64,SP2021,MUS 2252,3,B
49,SP2021,EE 3641,3,B
42,SP2021,ART 2500,3,F
10,SP2021,ENV 3060,4,F
20,SP2021,EE 2088,3,B
58,SP2021,BUS 2942,2,C
59,SP2021,HIST 2218,3,C
1,SP2021,CHEM 2733,2,C
57,SP2021,LAW 2104,3,C
55,SP2021,CS 3070,3,C
29,SP2021,EDU 3339,3,B
27,SP2021,ME 3533,2,B
1,SP2021,EE 2179,3,A
41,SP2021,HIST 3333,4,B
18,SP2021,ENV 2025,3,C
14,SP2021,CHEM 3091,2,B
45,SP2021,ENV 3096,3,A
65,SP2021,POLSCI 2400,3,B
30,SP2021,SOC 3979,3,A
75,SP2021,POLSCI 3726,3,C
63,SP2021,BIO 2228,3,F
46,SP2021,PHYS 2681,3,B
35,SP2021,PSY 3802,2,D
66,SP2021,POLSCI 3707,4,A
16,SP2021,ENG 2911,3,C
40,SP2021,ART 2024,3,C
30,SP2021,POLSCI 2233,2,C
38,SP2021,EDU 2013,3,C
26,SP2021,MUS 2015,3,B
0,SP2021,MATH 3457,4,D
16,SP2021,MATH 2040,4,B
12,SP2021,MUS 2726,3,B
46,SP2021,POLSCI 2020,2,A
22,SP2021,SOC 2058,3,C
17,SP2021,HIST 2168,2,B
26,SP2021,ME 3322,3,C
61,SP2021,CS 2998,3,F
46,SP2021,ECON 2874,3,B
17,SP2021,MATH 2796,3,B
70,SP2021,CHEM 3015,3,A
12,SP2021,LAW 3015,3,C
4,SP2021,CHEM 2878,3,A
6,SP2021,PHYS 3501,3,B
26,SP2021,POLSCI 3856,3,B
22,SP2021,ENG 2044,3,C
43,SP2021,MATH 3081,3,D
37,SP2021,ART 2447,3,B
33,SP2021,PSY 2199,3,B
12,SP2021,MATH 2277,4,B
78,SP2021,MATH 2571,3,B
48,SP2021,EE 2559,3,A
63,SP2021,MUS 2418,3,F
56,SP2021,EDU 2984,3,C
65,SP2021,SOC 3183,4,A
63,SP2021,PSY 2025,3,B
42,SP2021,CS 3851,3,C
22,SP2021,MATH 3855,4,F
26,SP2021,BUS 3936,4,D
61,SP2021,CHEM 2219,3,B
48,SP2021,PHYS 3728,2,C
41,SP2021,ME 2715,3,D
15,SP2021,SOC 2569,3,B
67,SP2021,ECON 3966,2,A
40,SP2021,ECON 2914,3,C
44,SP2021,BIO 2323,4,C
73,SP2021,ART 2187,3,A
75,SP2021,LAW 3773,4,B
52,SP2021,BIO 2225,3,A
60,SP2021,CS 2694,3,C
33,SP2021,MUS 2208,3,B
43,SP2021,ENV 2332,3,C
57,SP2021,PHIL 3697,3,B
45,SP2021,MATH 2218,4,C
56,SP2021,PHIL 3043,2,A
23,SP2021,POLSCI 2092,2,C
6,SP2021,ECON 2072,2,C
2,SP2021,EE 2284,3,C
54,SP2021,ENG 3040,4,A
34,SP2021,BUS 2110,3,C
58,SP2021,HIST 2259,3,F
50,SP2021,BIO 3769,3,F
20,SP2021,ENV 2723,2,A
32,SP2021,EDU 2968,3,B
68,SP2021,LAW 2981,2,A
58,SP2021,ME 3130,2,B
54,SP2021,SOC 2910,4,F
52,SP2021,MATH 2140,3,B
21,SP2021,CHEM 2874,3,C
74,SP2021,ME 2167,3,A
55,SP2021,EE 2402,3,C
77,SP2021,ART 2380,4,B
67,SP2021,PHYS 3961,3,D
43,SP2021,EE 3068,3,B
49,SP2021,HIST 3635,2,F
30,SP2021,LAW 3667,2,B
24,SP2021,ART 2664,3,A
36,SP2021,SOC 2748,3,C
47,SP2021,CS 2455,3,A
42,SP2021,EDU 3998,3,D
20,SP2021,POLSCI 2834,3,D
21,SP2021,CS 2631,3,C
41,SP2021,PHIL 2386,3,B
64,SP2021,EDU 2794,2,D
60,SP2021,PHIL 2121,4,B
23,SP2021,BUS 2165,3,A
66,SP2021,EE 3490,3,D
19,SP2021,BUS 3742,3,B
72,SP2021,MATH 2785,4,A
24,SP2021,ECON 2543,3,B
75,SP2021,PHYS 3031,3,F
7,SP2021,EDU 3058,3,A
74,SP2021,ECON 2153,3,B
11,SP2021,SOC 3584,3,B
15,SP2021,PSY 2398,3,B
44,SP2021,ART 3675,3,D
34,SP2021,POLSCI 2700,4,D
29,SP2021,CHEM 2355,2,F
2,SP2021,ME 2189,3,B
6,SP2021,CHEM 2031,3,A
5,SP2021,PHYS 2004,3,A
31,SP2021,ENV 2913,3,F
25,SP2021,PHYS 2993,3,B
76,SP2021,PSY 2329,3,B
76,SP2021,ME 3138,4,B
40,SP2021,HIST 2522,3,B
17,SP2021,MATH 3612,3,A
9,SP2021,EDU 2168,3,C
44,SP2021,EE 2407,3,C
59,SP2021,PHYS 2232,3,C
61,SP2021,MUS 2610,3,C
32,SP2021,PHIL 3114,2,A
7,SP2021,ECON 2020,3,C
62,SP2021,PHIL 2191,2,C
38,SP2021,LAW 2573,2,C
52,SP2021,SOC 3402,4,A
47,SP2021,LAW 2814,3,C
66,SP2021,MUS 3245,3,C
0,SP2021,ENG 3458,3,A
47,SP2021,EE 2538,4,A
72,SP2021,PHIL 3224,4,B
18,SP2021,CHEM 3312,3,D
41,SP2021,ENG 2048,4,C
68,SP2021,ECON 3579,3,A
39,SP2021,EE 3453,3,B
31,SP2021,CHEM 2962,3,A
17,SP2021,PSY 2679,3,C
54,SP2021,ECON 2714,3,B
39,SP2021,PHIL 3888,3,C
10,SP2021,LAW 2980,3,A
8,SP2021,LAW 2820,4,B
5,SP2021,SOC 2343,3,F
49,SP2021,ECON 2610,3,B
36,SP2021,BIO 2542,3,C
71,SP2021,ECON 3739,4,A
5,SP2021,EE 3035,3,B
62,SP2021,LAW 2275,3,C
42,SP2021,SOC 3343,3,B
48,SP2021,EE 3783,3,C
53,SP2021,PHYS 2369,2,C
29,SP2021,BUS 3772,3,B
69,SP2021,EDU 2427,3,B
25,SP2021,CS 3813,3,C
11,SP2021,MUS 3330,3,F
24,SP2021,ENV 3652,3,C
23,SP2021,SOC 3697,3,C
1,SP2021,PHYS 2781,4,B
60,SP2021,HIST 3092,2,C
11,SP2021,PHIL 2925,3,A
56,SP2021,MATH 2444,3,B
2,SP2021,CHEM 2447,2,C
28,SP2021,SOC 2116,3,B
7,SP2021,ME 2673,3,B
74,SP2021,PHIL 3825,2,B
80,SP2021,LAW 3836,3,C
39,SP2021,ART 2868,3,C
52,SP2021,CHEM 3353,4,A
69,SP2021,PHYS 3396,4,A
62,SP2021,POLSCI 2395,3,F
43,SP2021,EDU 3740,3,B
38,SP2021,CS 2261,3,C
39,SP2021,POLSCI 2026,3,F
55,SP2021,CHEM 3560,2,B
73,SP2021,SOC 3834,4,A
46,SP2021,ME 2076,3,A
79,SP2021,CS 2438,3,C
74,SP2021,EE 3876,3,B
56,SP2021,ENG 3240,3,A
65,SP2021,ART 3062,2,C
49,SP2021,CS 2315,4,D
37,SP2021,PSY 2244,2,A
29,SP2021,PSY 3560,3,B
7,SP2021,EDU 2790,2,C
40,SP2021,ME 2562,3,B
35,SP2021,PHIL 3806,4,B
57,SP2021,ME 2215,2,C
48,SP2021,SOC 3710,3,B
19,SP2021,ECON 2385,3,C
9,SP2021,CS 2195,2,C
0,SP2021,ME 3507,3,C
78,SP2021,LAW 2747,4,D
8,SP2021,POLSCI 3189,2,B
14,SP2021,PSY 3680,4,C
37,SP2021,ME 2382,3,C
6,SP2021,SOC 2590,2,D
48,SP2021,BIO 2035,2,B
68,SP2021,ART 2485,4,B
16,SP2021,SOC 2114,2,B
63,SP2021,CS 2318,4,A
9,SP2021,ENV 2964,4,D
64,SP2021,ECON 2755,2,C
48,SP2021,ENV 3146,3,D
44,SP2021,CS 2474,3,A
2,SP2021,MATH 2725,3,C
58,SP2021,POLSCI 2367,3,B
16,SP2021,PSY 2089,3,B
50,SP2021,PSY 3981,3,B
30,SP2021,PSY 2753,3,C
61,SP2021,MUS 2174,3,A
79,SP2021,PHYS 2535,3,B
24,SP2021,ME 3809,2,B
57,SP2021,MATH 2071,3,A
77,SP2021,MATH 2433,3,C
59,SP2021,BUS 3343,3,A
45,SP2021,PSY 2759,4,A
9,SP2021,MATH 2795,3,C
67,SP2021,BIO 2615,3,C
8,SP2021,EE 2774,2,B
32,SP2021,MUS 2779,3,B
34,SP2021,HIST 2664,2,B
80,SP2021,SOC 2602,2,B
34,SP2021,CS 2973,4,A
31,SP2021,EDU 3428,3,B
10,SP2021,ME 2588,3,B
8,SP2021,PHIL 2121,2,A
64,SP2021,ECON 2008,3,F
43,SP2021,BUS 2207,4,B
46,SP2021,EDU 2716,3,A
3,SP2021,PHYS 3715,4,B
58,SP2021,EDU 3120,3,B
29,SP2021,ECON 2376,4,B
51,SP2021,ENV 2196,4,C
35,SP2021,SOC 3540,3,B
72,SP2021,MATH 3646,3,B
54,SP2021,POLSCI 3137,3,D
64,SP2021,CS 2700,3,C
47,SP2021,SOC 2976,3,C
57,SP2021,EDU 3088,3,A
27,SP2021,ART 2046,3,C
23,SP2021,HIST 2914,4,B
27,SP2021,CHEM 3630,4,F
67,SP2021,PHIL 3759,3,B
18,SP2021,ENV 2174,3,C
69,SP2021,MUS 3923,3,F
15,SP2021,BIO 2024,4,F
61,SP2021,PSY 2025,4,B
39,SP2021,BIO 2445,3,B
22,SP2021,HIST 2783,2,C
80,SP2021,SOC 3532,3,A
3,SP2021,BIO 2145,3,B
34,SP2021,ECON 3347,3,A
12,SP2021,MATH 2668,3,F
19,SP2021,LAW 2097,4,C
50,SP2021,HIST 2997,3,B
64,SP2021,PHYS 3319,3,D
18,SP2021,MATH 2266,2,D
