StudentID,Semester,Course,Hours,Grade
75,SP2022,BUS 4808,3,D
11,SP2022,PHIL 4243,2,A
38,SP2022,ENG 3749,4,C
29,SP2022,SOC 4004,2,A
11,SP2022,POLSCI 3974,3,C
20,SP2022,ENV 3654,3,A
59,SP2022,LAW 3187,2,B
59,SP2022,PSY 4750,3,A
23,SP2022,ECON 4512,3,B
61,SP2022,ECON 4438,4,C
80,SP2022,BUS 3509,4,C
73,SP2022,ENG 3688,3,A
5,SP2022,MUS 4499,3,F
1,SP2022,HIST 3608,4,A
38,SP2022,PHIL 3462,3,D
75,SP2022,POLSCI 3183,3,F
20,SP2022,ECON 3469,4,A
18,SP2022,POLSCI 3867,3,B
68,SP2022,ENV 3299,4,A
5,SP2022,PSY 3237,3,D
26,SP2022,LAW 3447,3,B
75,SP2022,CS 4274,3,B
22,SP2022,PSY 4522,4,D
21,SP2022,MUS 4824,3,A
57,SP2022,PHIL 3974,2,F
51,SP2022,MUS 3642,4,A
26,SP2022,EE 3042,3,A
29,SP2022,PSY 3345,3,B
71,SP2022,LAW 3879,3,D
59,SP2022,EDU 3286,4,B
40,SP2022,ENG 3023,2,A
29,SP2022,MATH 3214,3,C
55,SP2022,SOC 4687,3,B
20,SP2022,EDU 4011,3,A
34,SP2022,PHYS 3884,4,B
36,SP2022,ART 3191,3,B
29,SP2022,ENV 3025,3,B
34,SP2022,LAW 4224,3,B
15,SP2022,EE 3951,4,A
33,SP2022,HIST 3163,4,B
31,SP2022,PHIL 4203,4,B
13,SP2022,CS 3877,3,B
40,SP2022,POLSCI 4983,3,A
22,SP2022,HIST 4518,2,A
42,SP2022,BIO 3537,3,C
47,SP2022,PHIL 3281,3,B
45,SP2022,BIO 3693,3,B
63,SP2022,EDU 4461,3,F
72,SP2022,EE 4704,3,C
67,SP2022,LAW 4158,4,B
72,SP2022,PHIL 3567,3,B
62,SP2022,LAW 3502,3,A
64,SP2022,PSY 3718,2,C
6,SP2022,BUS 3773,3,C
26,SP2022,LAW 3372,3,A
67,SP2022,PHIL 4290,3,F
33,SP2022,MATH 3539,3,D
43,SP2022,BIO 4485,4,C
57,SP2022,ME 3898,4,B
10,SP2022,ENG 3083,3,D
20,SP2022,ME 3879,4,B
63,SP2022,ME 4517,4,C
37,SP2022,BIO 3316,3,A
1,SP2022,EDU 3171,3,C
58,SP2022,MUS 3922,3,C
55,SP2022,POLSCI 3983,3,C
30,SP2022,HIST 4241,3,B
28,SP2022,ECON 3372,3,B
2,SP2022,ECON 4578,2,F
42,SP2022,MATH 3311,3,B
19,SP2022,SOC 3609,3,A
14,SP2022,ENG 3601,3,D
75,SP2022,ENG 3343,2,C
70,SP2022,ART 3275,4,C
31,SP2022,PSY 3131,3,D
75,SP2022,PSY 4292,4,C
45,SP2022,EDU 4278,3,F
46,SP2022,ECON 4965,3,D
76,SP2022,BIO 4543,2,A
79,SP2022,CS 3144,4,B
16,SP2022,BUS 3787,2,B
42,SP2022,MUS 3295,2,C
30,SP2022,CS 4882,3,B
37,SP2022,EE 3310,4,B
28,SP2022,HIST 3219,3,B
0,SP2022,PHIL 4764,3,D
17,SP2022,ENG 3731,4,C
12,SP2022,CS 4935,3,C
43,SP2022,ENG 3075,3,F
23,SP2022,MUS 3184,3,B
17,SP2022,EDU 3014,2,A
27,SP2022,EDU 4402,4,D
61,SP2022,PHYS 4475,3,C
66,SP2022,ART 3692,3,A
18,SP2022,EE 4891,3,C
67,SP2022,LAW 3807,4,B
12,SP2022,ENV 3926,3,B
4,SP2022,CHEM 3468,3,B
7,SP2022,LAW 4195,3,C
27,SP2022,MATH 4112,3,F
22,SP2022,HIST 4809,3,F
43,SP2022,ART 4022,2,B
38,SP2022,CS 3463,4,B
34,SP2022,LAW 3770,3,C
12,SP2022,MATH 4412,2,C
74,SP2022,POLSCI 4291,3,C
76,SP2022,ECON 4499,3,B
47,SP2022,EDU 4467,3,F
48,SP2022,PSY 3513,2,D
64,SP2022,BUS 3583,2,B
48,SP2022,ECON 3068,2,C
23,SP2022,ME 3321,3,A
27,SP2022,SOC 3211,4,C
62,SP2022,MATH 3885,3,A
15,SP2022,ART 4283,3,C
68,SP2022,HIST 3993,4,F
42,SP2022,PSY 3838,3,C
44,SP2022,SOC 4621,3,B
68,SP2022,PHYS 3063,3,C
69,SP2022,EE 3821,4,B
52,SP2022,EE 3303,4,A
61,SP2022,BIO 3713,3,B
34,SP2022,CHEM 3694,3,C
52,SP2022,ME 4864,2,B
71,SP2022,PHIL 3450,4,B
55,SP2022,ENV 3517,2,C
57,SP2022,ME 3894,2,C
24,SP2022,CHEM 4876,4,A
7,SP2022,LAW 4821,2,B
2,SP2022,ME 3382,2,D
54,SP2022,CHEM 4448,3,F
35,SP2022,ENV 4875,3,F
48,SP2022,CHEM 3934,3,C
20,SP2022,BIO 4671,4,A
34,SP2022,EE 4447,3,A
49,SP2022,LAW 3301,4,C
58,SP2022,ECON 4650,3,C
54,SP2022,ENG 4618,3,B
76,SP2022,ENV 4804,3,A
21,SP2022,BIO 3272,4,A
74,SP2022,CS 4267,4,B
76,SP2022,ENV 3585,3,B
77,SP2022,HIST 3705,3,C
58,SP2022,EDU 4338,2,F
44,SP2022,ART 3879,3,B
73,SP2022,SOC 4287,3,B
50,SP2022,BUS 3672,3,A
31,SP2022,SOC 3400,2,D
66,SP2022,HIST 3352,4,A
25,SP2022,ENG 4801,3,C
37,SP2022,ART 4797,3,B
44,SP2022,MUS 3559,3,B
21,SP2022,PSY 4647,3,C
22,SP2022,POLSCI 4974,4,B
42,SP2022,SOC 4854,4,C
65,SP2022,MUS 3761,3,C
54,SP2022,ART 3982,2,F
23,SP2022,ECON 4906,4,C
66,SP2022,MATH 3851,3,B
19,SP2022,EDU 4284,3,C
60,SP2022,POLSCI 4846,4,A
25,SP2022,ME 4544,3,C
77,SP2022,ENV 3014,2,D
8,SP2022,SOC 4533,3,B
74,SP2022,ENV 4353,3,F
12,SP2022,POLSCI 3620,3,C
15,SP2022,ECON 3433,3,D
46,SP2022,SOC 4061,3,C
35,SP2022,LAW 3416,4,C
30,SP2022,ENG 4412,2,B
2,SP2022,PHIL 4678,3,B
6,SP2022,CHEM 4915,3,A
5,SP2022,PHIL 3215,3,C
32,SP2022,BUS 3141,3,B
27,SP2022,LAW 3051,4,A
64,SP2022,PHIL 4446,2,C
61,SP2022,SOC 3382,4,B
42,SP2022,POLSCI 3952,3,F
17,SP2022,BIO 3817,3,C
9,SP2022,ME 3568,3,C
46,SP2022,LAW 3483,3,B
60,SP2022,POLSCI 3986,3,A
61,SP2022,CHEM 4038,2,A
33,SP2022,ENV 4589,3,D
7,SP2022,ME 3197,3,C
62,SP2022,POLSCI 3024,3,C
39,SP2022,ENG 3557,3,A
54,SP2022,BUS 3575,3,B
48,SP2022,HIST 4476,3,A
67,SP2022,PSY 4093,2,A
0,SP2022,ART 3410,3,B
49,SP2022,ENV 4767,3,B
72,SP2022,CHEM 3874,3,F
18,SP2022,HIST 3367,3,B
43,SP2022,MUS 3257,3,B
69,SP2022,PHYS 3693,3,A
40,SP2022,ENG 3276,4,B
32,SP2022,SOC 3314,3,B
18,SP2022,MATH 3336,2,B
56,SP2022,BIO 3257,3,A
41,SP2022,EE 3477,3,D
11,SP2022,EE 4285,3,A
8,SP2022,CS 4170,3,F
6,SP2022,LAW 3355,3,B
51,SP2022,BIO 3607,3,C
38,SP2022,ART 4455,4,A
72,SP2022,MATH 4536,3,A
5,SP2022,HIST 3569,2,C
63,SP2022,BUS 4650,3,D
44,SP2022,ME 3298,3,B
49,SP2022,PHIL 3804,2,A
55,SP2022,ME 3795,4,B
30,SP2022,ART 3026,3,B
77,SP2022,POLSCI 3639,4,C
26,SP2022,PHYS 3751,4,C
11,SP2022,ECON 3264,3,C
25,SP2022,ECON 3383,3,C
24,SP2022,HIST 3217,3,B
1,SP2022,ENG 3992,3,D
62,SP2022,PSY 3468,3,C
11,SP2022,MATH 3826,4,C
57,SP2022,CHEM 3565,3,D
2,SP2022,PHYS 4097,4,B
29,SP2022,PSY 3310,3,C
7,SP2022,PSY 3919,2,B
74,SP2022,MUS 3271,4,C
76,SP2022,ME 3358,2,C
41,SP2022,POLSCI 3664,3,B
53,SP2022,SOC 4540,3,F
69,SP2022,PHYS 3697,4,C
64,SP2022,EE 3859,3,C
45,SP2022,SOC 3160,3,C
39,SP2022,ART 4367,3,B
40,SP2022,CHEM 4322,2,C
56,SP2022,LAW 4495,4,B
76,SP2022,CS 3590,3,C
48,SP2022,SOC 4804,3,D
78,SP2022,LAW 4682,3,D
73,SP2022,EE 3858,3,C
58,SP2022,SOC 4385,3,D
51,SP2022,SOC 3570,3,C
38,SP2022,HIST 3092,3,C
30,SP2022,CHEM 3216,3,C
8,SP2022,ENG 3896,4,C
41,SP2022,ECON 3170,3,C
36,SP2022,EDU 4729,3,B
59,SP2022,ART 3394,3,C
49,SP2022,POLSCI 4387,3,C
19,SP2022,SOC 3177,3,B
9,SP2022,POLSCI 3903,3,C
0,SP2022,EE 3869,2,C
9,SP2022,BIO 4300,3,B
14,SP2022,CHEM 3389,3,C
39,SP2022,BIO 3515,3,C
6,SP2022,SOC 3559,3,B
50,SP2022,ART 4781,4,B
16,SP2022,ART 3912,3,A
64,SP2022,ME 4569,3,C
9,SP2022,ENV 4159,3,C
65,SP2022,CHEM 3304,3,A
50,SP2022,CS 3533,3,C
46,SP2022,CHEM 3561,4,B
2,SP2022,ENG 4077,3,D
60,SP2022,POLSCI 3583,3,C
16,SP2022,MUS 4428,3,B
52,SP2022,BUS 3726,4,A
31,SP2022,EE 4219,3,C
62,SP2022,ECON 3068,2,B
79,SP2022,EE 3956,4,C
25,SP2022,ENV 3223,3,C
58,SP2022,PHIL 3510,4,C
77,SP2022,PHYS 3189,4,F
61,SP2022,ART 3929,2,B
46,SP2022,ENG 4793,3,A
10,SP2022,BUS 3175,2,F
69,SP2022,ME 3232,2,F
9,SP2022,PSY 3827,3,C
33,SP2022,CS 3355,3,D
36,SP2022,HIST 4590,4,B
80,SP2022,HIST 3934,3,A
35,SP2022,ME 4571,3,F
32,SP2022,ME 3366,4,B
10,SP2022,ENG 4590,2,B
9,SP2022,LAW 3138,2,F
65,SP2022,CS 4216,3,B
45,SP2022,ENG 3228,3,C
48,SP2022,MATH 3838,3,C
4,SP2022,SOC 3333,3,A
60,SP2022,EE 3675,3,D
30,SP2022,PHYS 3208,3,D
53,SP2022,POLSCI 3388,3,C
36,SP2022,ECON 3236,4,C
73,SP2022,HIST 4942,3,B
56,SP2022,MUS 3596,3,B
65,SP2022,POLSCI 4417,4,D
49,SP2022,HIST 3247,4,B
59,SP2022,POLSCI 4810,3,A
28,SP2022,BIO 4782,4,A
24,SP2022,CS 3915,4,C
28,SP2022,BIO 3951,3,C
68,SP2022,SOC 3850,3,D
18,SP2022,PHIL 4268,3,A
71,SP2022,EE 3707,3,C
16,SP2022,PSY 4031,4,A
63,SP2022,CHEM 4978,3,B
41,SP2022,ENG 4421,3,C
22,SP2022,BIO 3608,3,A
80,SP2022,ECON 3841,3,B
3,SP2022,POLSCI 3874,4,B
35,SP2022,PHIL 3425,2,A
13,SP2022,ECON 3185,2,A
19,SP2022,ENG 4203,3,A
51,SP2022,PSY 4163,3,D
66,SP2022,PHIL 3590,4,A
18,SP2022,BUS 4205,3,D
